1364,P1364,212,1175,32
1280,P1280,192,1002,32
1161,P1161,328,1965,32
608,P608,896,1774,32
1570,P1570,124,1374,32
1141,P1141,332,1242,32
1854,P1854,12,1253,32
1121,P1121,356,1535,32
1571,P1571,124,1662,32
1007,P1007,440,1315,32
727,P727,724,1132,32
1271,P1271,264,1534,32
1444,P1444,180,1988,32
826,P826,608,1450,32
1374,P1374,212,1749,32
1476,P1476,168,1238,32
1026,P1026,428,1499,32
1282,P1282,260,1171,32
1214,P1214,300,1222,32
1553,P1553,136,1880,32
423,P423,1300,1684,32
1034,P1034,424,1941,32
1345,P1345,228,1726,32
1817,P1817,32,1599,32
1604,P1604,116,1745,32
1101,P1101,376,1418,32
1697,P1697,80,1071,32
1676,P1676,88,1006,32
1812,P1812,36,1518,32
1710,P1710,76,1254,32
1269,P1269,272,1519,32
672,P672,616,1225,32
1742,P1742,64,1816,32
1889,P1889,8,1770,32
283,P283,1712,1788,32
1153,P1153,344,1425,32
1024,P1024,436,1921,32
1605,P1605,120,1108,32
1738,P1738,68,1722,32
1799,P1799,44,1225,32
671,P671,812,1214,32
1739,P1739,68,1429,32
583,P583,952,1503,32
1147,P1147,292,1404,32
781,P781,668,1531,32
590,P590,940,1131,32
1804,P1804,44,1640,32
455,P455,1224,1872,32
1603,P1603,124,1412,32
1178,P1178,332,1124,32
419,P419,1320,1664,32
1418,P1418,204,1045,32
1366,P1366,228,1559,32
1719,P1719,80,1452,32
581,P581,960,1206,32
518,P518,1080,1246,32
1920,P1920,4,1762,32
1459,P1459,188,1902,32
1803,P1803,48,1526,32
1299,P1299,264,1145,32
1714,P1714,84,1405,32
381,P381,1388,1563,32
501,P501,1120,1291,32
928,P928,524,1786,32
980,P980,480,1778,32
1928,P1928,4,1244,32
1477,P1477,184,1391,32
544,P544,1032,1530,32
430,P430,1296,1879,32
1369,P1369,232,1489,32
1545,P1545,156,1217,32
385,P385,1432,1705,32
372,P372,1476,1645,32
591,P591,948,1391,32
1839,P1839,40,1592,32
659,P659,840,1362,32
1285,P1285,248,1725,32
1617,P1617,128,1567,32
325,P325,1652,1952,32
1358,P1358,240,1821,32
1834,P1834,44,1392,32
1825,P1825,48,1963,32
1900,P1900,20,1515,32
1734,P1734,84,1111,32
1286,P1286,280,1722,32
1829,P1829,48,1364,32
1717,P1717,92,1921,32
1568,P1568,152,1837,32
1665,P1665,112,1045,32
906,P906,552,1410,32
1240,P1240,308,1567,32
739,P739,736,1340,32
1921,P1921,16,1220,32
862,P862,596,1016,32
1171,P1171,352,1317,32
1913,P1913,20,1989,32
484,P484,988,1344,32
474,P474,984,1173,32
840,P840,620,1804,32
1136,P1136,376,1055,32
1798,P1798,64,1665,32
1687,P1687,108,1211,32
1042,P1042,444,1501,32
938,P938,528,1679,32
1668,P1668,116,1545,32
557,P557,1020,1946,32
577,P577,984,1444,32
575,P575,988,1271,32
1100,P1100,404,1643,32
589,P589,964,1305,32
1167,P1167,360,1081,32
1779,P1779,76,1192,32
1522,P1522,180,1210,32
1550,P1550,168,1511,32
1760,P1760,84,1183,32
1801,P1801,68,1682,32
1649,P1649,128,1354,32
479,P479,1044,1385,32
1555,P1555,168,1781,32
1977,P1977,4,1334,32
405,P405,1384,1859,32
789,P789,684,1821,32
983,P983,496,1590,32
1040,P1040,452,1460,32
1982,P1982,4,1514,32
1983,P1983,4,1398,32
815,P815,656,1159,32
1313,P1313,60,1963,32
1973,P1973,8,1568,32
639,P639,888,1002,32
1845,P1845,56,1702,32
626,P626,884,1793,32
1423,P1423,228,1295,32
759,P759,724,1199,32
543,P543,1056,1093,32
1633,P1633,140,1973,32
404,P404,1392,1701,32
1425,P1425,228,1554,32
1520,P1520,188,1173,32
1474,P1474,208,1020,32
1521,P1521,188,1107,32
1997,P1997,4,1791,32
735,P735,756,1891,32
720,P720,776,1095,32
1918,P1918,32,1268,32
1648,P1648,136,1909,32
1478,P1478,208,1909,32
1762,P1762,92,1527,32
566,P566,1016,1411,32
1321,P1321,280,1036,32
1858,P1858,56,1068,32
676,P676,840,1840,32
1083,P1083,428,1041,32
1566,P1566,172,1277,32
1968,P1968,16,1912,32
1130,P1130,396,1321,32
1937,P1937,28,1351,32
1883,P1883,48,1322,32
1821,P1821,72,1937,32
1781,P1781,88,1023,32
414,P414,1368,1971,32
1628,P1628,148,1489,32
1896,P1896,44,1347,32
1700,P1700,120,1184,32
1449,P1449,224,1115,32
2019,P2019,4,1973,32
2020,P2020,4,1795,32
1805,P1805,80,1575,32
2022,P2022,4,1533,32
554,P554,1008,1248,32
1322,P1322,284,1922,32
1538,P1538,188,1575,32
472,P472,1048,1097,32
1131,P1131,400,1698,32
726,P726,776,1556,32
861,P861,620,1088,32
1740,P1740,108,1950,32
1952,P1952,28,1103,32
1325,P1325,100,1024,32
1312,P1312,292,1955,32
721,P721,784,1557,32
384,P384,1304,1817,32
1092,P1092,340,1277,32
2009,P2009,12,1704,32
974,P974,520,1712,32
932,P932,556,1567,32
1882,P1882,56,1574,32
893,P893,592,1073,32
1884,P1884,56,1875,32
1708,P1708,124,1912,32
1144,P1144,396,1069,32
1076,P1076,316,1784,32
1343,P1343,280,1880,32
733,P733,772,1959,32
1670,P1670,140,1892,32
743,P743,760,1615,32
1796,P1796,92,1517,32
1443,P1443,236,1178,32
1567,P1567,184,1235,32
1861,P1861,68,1225,32
394,P394,1440,1904,32
1340,P1340,284,1529,32
1052,P1052,464,1103,32
970,P970,528,1611,32
1542,P1542,196,1899,32
791,P791,704,1933,32
1731,P1731,120,1814,32
621,P621,936,1243,32
1564,P1564,188,1173,32
1912,P1912,52,1392,32
1159,P1159,156,1970,32
1329,P1329,96,1019,32
1745,P1745,116,1635,32
1881,P1881,64,1070,32
1179,P1179,380,1985,32
2066,P2066,4,1906,32
1180,P1180,380,1363,32
1598,P1598,176,1090,32
1206,P1206,364,1401,32
356,P356,1572,1854,32
2015,P2015,20,1232,32
2016,P2016,20,1394,32
976,P976,528,1699,32
1017,P1017,496,1842,32
1298,P1298,312,1398,32
1140,P1140,408,1684,32
1462,P1462,236,1936,32
664,P664,876,1492,32
978,P978,528,1971,32
1969,P1969,36,1096,32
649,P649,816,1365,32
691,P691,840,1968,32
1579,P1579,188,1145,32
849,P849,648,1853,32
1259,P1259,96,1541,32
714,P714,808,1221,32
1886,P1886,68,1885,32
1543,P1543,204,1435,32
520,P520,1128,1304,32
1439,P1439,248,1315,32
1518,P1518,216,1408,32
1671,P1671,152,1056,32
1979,P1979,36,1677,32
574,P574,784,1204,32
1210,P1210,368,1568,32
696,P696,836,1151,32
810,P810,596,1888,32
1960,P1960,44,1831,32
2068,P2068,12,1932,32
1940,P1940,52,1229,32
1048,P1048,480,1626,32
282,P282,1888,1975,32
538,P538,1096,1302,32
1610,P1610,180,1628,32
1360,P1360,288,1449,32
391,P391,1464,1935,32
1623,P1623,176,1479,32
1715,P1715,140,1970,32
1818,P1818,100,1841,32
1654,P1654,164,1477,32
1706,P1706,144,1221,32
979,P979,536,1695,32
1186,P1186,388,1242,32
1589,P1589,192,1477,32
869,P869,636,1085,32
1658,P1658,164,1745,32
1751,P1751,128,1380,32
792,P792,720,1504,32
977,P977,540,1012,32
1222,P1222,368,1670,32
839,P839,668,1424,32
973,P973,544,1537,32
1056,P1056,480,1665,32
1031,P1031,392,1349,32
1588,P1588,196,1506,32
2120,P2120,4,1127,32
1851,P1851,92,1687,32
1780,P1780,120,1884,32
774,P774,744,1427,32
1629,P1629,180,1183,32
1964,P1964,52,1850,32
293,P293,1844,1906,32
1346,P1346,184,1546,32
1878,P1878,84,1791,32
1764,P1764,128,1939,32
2116,P2116,8,1472,32
1045,P1045,492,1759,32
1511,P1511,232,1607,32
2025,P2025,36,1681,32
383,P383,1500,1764,32
956,P956,564,1939,32
643,P643,672,1173,32
1832,P1832,104,1739,32
660,P660,900,1146,32
1802,P1802,116,1961,32
1722,P1722,148,1878,32
1480,P1480,248,1561,32
617,P617,968,1766,32
753,P753,776,1669,32
482,P482,1232,1387,32
1755,P1755,136,1780,32
1994,P1994,48,1058,32
494,P494,1204,1884,32
835,P835,552,1113,32
1656,P1656,176,1837,32
1385,P1385,292,1595,32
1006,P1006,528,1071,32
1620,P1620,192,1194,32
1931,P1931,72,1466,32
1898,P1898,84,1205,32
1060,P1060,488,1953,32
1117,P1117,448,1728,32
1315,P1315,328,1797,32
2050,P2050,36,1343,32
1860,P1860,100,1666,32
679,P679,880,1556,32
946,P946,564,1195,32
1970,P1970,60,1052,32
335,P335,1680,1691,32
402,P402,1448,1497,32
1730,P1730,152,1180,32
1133,P1133,440,1983,32
2100,P2100,24,1143,32
1489,P1489,252,1504,32
1116,P1116,452,1457,32
1611,P1611,200,1029,32
1536,P1536,232,1283,32
1166,P1166,196,1430,32
1924,P1924,80,1847,32
1287,P1287,348,1766,32
1707,P1707,164,1263,32
741,P741,800,1711,32
1436,P1436,276,1146,32
734,P734,672,1421,32
1386,P1386,128,1249,32
1813,P1813,124,1847,32
483,P483,1240,1576,32
614,P614,984,1045,32
746,P746,620,1780,32
537,P537,1124,1867,32
2048,P2048,44,1791,32
718,P718,568,1198,32
1416,P1416,288,1730,32
1958,P1958,72,1561,32
695,P695,692,1522,32
1102,P1102,468,1127,32
881,P881,648,1691,32
1437,P1437,280,1519,32
947,P947,588,1494,32
1590,P1590,216,1462,32
1254,P1254,372,1047,32
1741,P1741,156,1650,32
1669,P1669,184,1838,32
1794,P1794,136,1453,32
1123,P1123,456,1981,32
1389,P1389,304,1882,32
2077,P2077,40,1801,32
1981,P1981,68,1748,32
807,P807,728,1133,32
1948,P1948,80,1108,32
2056,P2056,48,1083,32
2175,P2175,12,1908,32
579,P579,1052,1432,32
2112,P2112,32,1385,32
825,P825,440,1901,32
1865,P1865,112,1891,32
751,P751,752,1443,32
1867,P1867,112,1786,32
2049,P2049,52,1338,32
1653,P1653,196,1416,32
2038,P2038,56,1571,32
1475,P1475,272,1338,32
1541,P1541,244,1311,32
1698,P1698,180,1704,32
1326,P1326,340,1972,32
886,P886,652,1981,32
1525,P1525,252,1420,32
749,P749,804,1997,32
619,P619,988,1404,32
2047,P2047,56,1477,32
1724,P1724,172,1639,32
1880,P1880,112,1693,32
750,P750,804,1615,32
1251,P1251,384,1030,32
2052,P2052,56,1086,32
1446,P1446,288,1921,32
657,P657,932,1947,32
2223,P2223,4,1132,32
2199,P2199,12,1950,32
1115,P1115,472,1371,32
1422,P1422,300,1061,32
1650,P1650,204,1413,32
760,P760,520,1541,32
1879,P1879,116,1640,32
1184,P1184,428,1584,32
1967,P1967,84,1183,32
1333,P1333,64,1256,32
2064,P2064,56,1973,32
1819,P1819,140,1996,32
2040,P2040,64,1988,32
1998,P1998,76,1688,32
1523,P1523,260,1508,32
1311,P1311,356,1851,32
1690,P1690,192,1186,32
2190,P2190,20,1063,32
788,P788,764,1435,32
2203,P2203,16,1623,32
904,P904,644,1248,32
2231,P2231,8,1257,32
2117,P2117,44,1984,32
1548,P1548,252,1763,32
1331,P1331,208,1788,32
1686,P1686,196,1570,32
2133,P2133,40,1020,32
2069,P2069,60,1684,32
1120,P1120,476,1787,32
1109,P1109,484,1239,32
331,P331,1724,1802,32
1582,P1582,240,1739,32
349,P349,1404,1698,32
1242,P1242,400,1937,32
1703,P1703,192,1407,32
1078,P1078,508,1351,32
531,P531,1000,1828,32
1893,P1893,120,1046,32
2185,P2185,28,1373,32
1728,P1728,184,1669,32
783,P783,540,1352,32
1569,P1569,248,1547,32
1709,P1709,192,1082,32
2072,P2072,64,1707,32
2177,P2177,32,1186,32
1508,P1508,276,1730,32
2152,P2152,40,1086,32
2006,P2006,84,1119,32
1008,P1008,564,1137,32
779,P779,784,1303,32
1869,P1869,132,1432,32
1464,P1464,296,1740,32
1014,P1014,560,1659,32
2053,P2053,72,1940,32
1950,P1950,104,1189,32
1999,P1999,88,1402,32
698,P698,860,1768,32
1488,P1488,288,1786,32
899,P899,660,1550,32
1591,P1591,244,1344,32
1866,P1866,136,1777,32
506,P506,1220,1723,32
1613,P1613,236,1107,32
1991,P1991,92,1037,32
1735,P1735,188,1976,32
2010,P2010,88,1205,32
1224,P1224,420,1254,32
2012,P2012,88,1752,32
403,P403,1484,1638,32
1770,P1770,176,1989,32
2188,P2188,36,1268,32
2251,P2251,16,1977,32
866,P866,696,1602,32
1498,P1498,288,1466,32
1387,P1387,336,1169,32
1405,P1405,328,1861,32
690,P690,908,1611,32
2035,P2035,84,1497,32
1672,P1672,216,1210,32
1272,P1272,396,1623,32
2132,P2132,56,1231,32
1894,P1894,132,1320,32
1646,P1646,228,1793,32
2054,P2054,80,1590,32
830,P830,736,1331,32
2200,P2200,36,1648,32
2213,P2213,32,1908,32
2018,P2018,92,1103,32
1396,P1396,336,1306,32
2266,P2266,16,1354,32
1585,P1585,256,1619,32
2167,P2167,48,1934,32
1381,P1381,344,1783,32
1046,P1046,548,1029,32
2080,P2080,76,1974,32
2173,P2173,48,1134,32
421,P421,1336,1524,32
823,P823,748,1018,32
2263,P2263,20,1085,32
1227,P1227,316,1482,32
1855,P1855,152,1212,32
1887,P1887,140,1700,32
2151,P2151,56,1904,32
2102,P2102,72,1446,32
1472,P1472,308,1235,32
2141,P2141,60,1248,32
1807,P1807,172,1372,32
999,P999,588,1528,32
2320,P2320,4,1369,32
662,P662,956,1648,32
1356,P1356,360,1284,32
2121,P2121,68,1370,32
1842,P1842,160,1743,32
2084,P2084,80,1925,32
1011,P1011,580,1881,32
1975,P1975,112,1888,32
1691,P1691,220,1203,32
1170,P1170,468,1242,32
604,P604,1048,1688,32
653,P653,972,1608,32
2205,P2205,44,1214,32
959,P959,624,1570,32
1673,P1673,228,1810,32
2321,P2321,8,1915,32
470,P470,1320,1778,32
837,P837,740,1838,32
2159,P2159,60,1558,32
2043,P2043,96,1863,32
540,P540,1168,1379,32
842,P842,736,1898,32
953,P953,632,1703,32
2279,P2279,24,1276,32
1776,P1776,192,1392,32
2305,P2305,16,1697,32
2023,P2023,104,1158,32
814,P814,768,1488,32
1767,P1767,196,1067,32
2246,P2246,36,1937,32
2285,P2285,24,1813,32
1428,P1428,336,1200,32
2161,P2161,64,1132,32
1875,P1875,156,1378,32
1043,P1043,564,1717,32
2252,P2252,36,1228,32
1733,P1733,212,1469,32
699,P699,676,1459,32
892,P892,692,1039,32
2182,P2182,60,1430,32
1067,P1067,548,1573,32
2244,P2244,40,1335,32
1004,P1004,596,1721,32
457,P457,1360,1984,32
1971,P1971,124,1886,32
1895,P1895,152,1864,32
1075,P1075,544,1607,32
1823,P1823,180,1381,32
441,P441,1144,1410,32
1989,P1989,120,1708,32
2090,P2090,92,1607,32
790,P790,548,1113,32
1465,P1465,328,1946,32
1494,P1494,316,1891,32
2308,P2308,24,1605,32
2209,P2209,56,1876,32
2336,P2336,16,1726,32
1810,P1810,188,1723,32
569,P569,1004,1644,32
1241,P1241,440,1456,32
2314,P2314,24,1582,32
2192,P2192,64,1689,32
2241,P2241,48,1799,32
2254,P2254,44,1143,32
1380,P1380,368,1425,32
1237,P1237,444,1707,32
2319,P2319,24,1612,32
1530,P1530,304,1583,32
818,P818,460,1764,32
2309,P2309,28,1260,32
877,P877,396,1973,32
1688,P1688,240,1928,32
2262,P2262,44,1923,32
1163,P1163,492,1569,32
2032,P2032,116,1741,32
1943,P1943,144,1777,32
515,P515,1236,1263,32
1662,P1662,252,1459,32
2181,P2181,72,1044,32
2036,P2036,116,1075,32
2065,P2065,108,1425,32
1626,P1626,268,1322,32
2041,P2041,116,1641,32
711,P711,912,1647,32
1599,P1599,280,1092,32
748,P748,864,1949,32
1609,P1609,276,1567,32
2390,P2390,8,1230,32
517,P517,944,1624,32
463,P463,1360,1714,32
874,P874,724,1095,32
2355,P2355,20,1610,32
1061,P1061,568,1136,32
2142,P2142,88,1441,32
1586,P1586,288,1427,32
2257,P2257,52,1467,32
1057,P1057,572,1735,32
1055,P1055,340,1947,32
2096,P2096,104,1480,32
1486,P1486,332,1805,32
1689,P1689,248,1694,32
1319,P1319,408,1669,32
1098,P1098,544,1653,32
2416,P2416,4,1920,32
802,P802,804,1298,32
2329,P2329,32,1212,32
687,P687,952,1347,32
475,P475,1336,1441,32
1806,P1806,204,1282,32
2333,P2333,32,1175,32
1915,P1915,164,1942,32
1995,P1995,136,1920,32
431,P431,1448,1629,32
1063,P1063,572,1100,32
990,P990,628,1208,32
1833,P1833,196,1237,32
2301,P2301,44,1067,32
709,P709,924,1296,32
2060,P2060,120,1898,32
1815,P1815,204,1819,32
1753,P1753,228,1279,32
813,P813,796,1735,32
1574,P1574,300,1871,32
1902,P1902,172,1289,32
2169,P2169,88,1517,32
1596,P1596,292,1520,32
1062,P1062,576,1451,32
668,P668,984,1893,32
919,P919,692,1256,32
1862,P1862,188,1762,32
2273,P2273,56,1984,32
1985,P1985,144,1587,32
1986,P1986,144,1156,32
1022,P1022,608,1307,32
1306,P1306,424,1171,32
1397,P1397,380,1504,32
468,P468,1360,1700,32
1218,P1218,140,1625,32
1838,P1838,200,1319,32
1624,P1624,284,1266,32
487,P487,1316,1681,32
2322,P2322,44,1034,32
767,P767,856,1094,32
1296,P1296,432,1897,32
1608,P1608,292,1442,32
1962,P1962,156,1761,32
2125,P2125,108,1117,32
1888,P1888,184,1660,32
1249,P1249,460,1397,32
2449,P2449,8,1049,32
2269,P2269,64,1543,32
2037,P2037,136,1210,32
870,P870,516,1546,32
654,P654,804,1083,32
1010,P1010,624,1930,32
777,P777,848,1554,32
1289,P1289,440,1718,32
1506,P1506,340,1508,32
2149,P2149,104,1293,32
1335,P1335,416,1996,32
424,P424,1480,1858,32
555,P555,964,1423,32
2179,P2179,96,1844,32
1013,P1013,624,1863,32
1363,P1363,404,1274,32
2219,P2219,84,1001,32
1726,P1726,252,1143,32
2118,P2118,116,1969,32
462,P462,1384,1503,32
1905,P1905,184,1964,32
998,P998,416,1730,32
2376,P2376,36,1849,32
1169,P1169,516,1044,32
1835,P1835,212,1310,32
2101,P2101,124,1678,32
2483,P2483,4,1924,32
2033,P2033,144,1304,32
949,P949,680,1263,32
1066,P1066,588,1093,32
2369,P2369,40,1069,32
1993,P1993,156,1890,32
491,P491,1320,1699,32
833,P833,792,1599,32
902,P902,724,1233,32
723,P723,924,1914,32
1107,P1107,480,1762,32
2001,P2001,156,1968,32
851,P851,620,1030,32
2214,P2214,92,1939,32
2278,P2278,72,1012,32
1441,P1441,376,1682,32
2331,P2331,56,1884,32
2394,P2394,36,1349,32
1135,P1135,544,1723,32
1114,P1114,220,1806,32
1483,P1483,360,1564,32
2039,P2039,148,1385,32
2427,P2427,28,1043,32
2337,P2337,56,1705,32
2286,P2286,72,1186,32
1496,P1496,356,1647,32
2099,P2099,132,1503,32
1814,P1814,228,1389,32
1152,P1152,536,1371,32
1263,P1263,468,1309,32
2229,P2229,92,1343,32
909,P909,724,1883,32
2218,P2218,96,1941,32
1595,P1595,316,1339,32
943,P943,352,1087,32
1871,P1871,208,1535,32
2504,P2504,8,1648,32
1666,P1666,288,1003,32
2224,P2224,96,1342,32
1524,P1524,348,1523,32
812,P812,824,1277,32
1824,P1824,228,1601,32
1093,P1093,580,1956,32
1450,P1450,380,1970,32
968,P968,676,1360,32
2343,P2343,60,1578,32
1859,P1859,216,1674,32
905,P905,732,1438,32
1142,P1142,548,1549,32
399,P399,1572,1871,32
1365,P1365,420,1664,32
2464,P2464,24,1622,32
1872,P1872,212,1883,32
1357,P1357,424,1852,32
911,P911,728,1847,32
1207,P1207,508,1816,32
1792,P1792,244,1077,32
434,P434,1116,1403,32
2431,P2431,36,1250,32
982,P982,668,1706,32
1256,P1256,480,1861,32
342,P342,1672,1914,32
2408,P2408,44,1079,32
927,P927,716,1023,32
596,P596,1004,1844,32
2024,P2024,164,1547,32
1400,P1400,408,1144,32
1199,P1199,516,1487,32
1532,P1532,352,1655,32
2401,P2401,48,1973,32
1516,P1516,360,1128,32
916,P916,728,1888,32
2191,P2191,116,1968,32
2522,P2522,12,1476,32
2126,P2126,136,1373,32
